"행정구역(시군구)별","성별","연령별","항목","단위","2014 년",
"서울특별시","계","58세","주민등록연앙인구[명]","명","144456",
"서울특별시","계","59세","주민등록연앙인구[명]","명","136850.5",
"서울특별시","계","60세","주민등록연앙인구[명]","명","118033",
"서울특별시","계","61세","주민등록연앙인구[명]","명","115597",
"서울특별시","계","62세","주민등록연앙인구[명]","명","102194.5",
"서울특별시","계","63세","주민등록연앙인구[명]","명","89009",
"서울특별시","계","64세","주민등록연앙인구[명]","명","94234.5",
"서울특별시","계","65세","주민등록연앙인구[명]","명","94387",
"서울특별시","계","66세","주민등록연앙인구[명]","명","95067",
"서울특별시","계","67세","주민등록연앙인구[명]","명","86853.5",
"서울특별시","계","68세","주민등록연앙인구[명]","명","73136.5",
"서울특별시","계","69세","주민등록연앙인구[명]","명","69145",
"서울특별시","계","70세","주민등록연앙인구[명]","명","69083.5",
"서울특별시","계","71세","주민등록연앙인구[명]","명","75267.5",
"서울특별시","계","72세","주민등록연앙인구[명]","명","73520.5",
"서울특별시","계","73세","주민등록연앙인구[명]","명","60683.5",
"서울특별시","계","74세","주민등록연앙인구[명]","명","55680",
"서울특별시","계","75세","주민등록연앙인구[명]","명","51786",
"서울특별시","계","76세","주민등록연앙인구[명]","명","45969",
"서울특별시","계","77세","주민등록연앙인구[명]","명","41534",
"서울특별시","계","78세","주민등록연앙인구[명]","명","38308",
"서울특별시","계","79세","주민등록연앙인구[명]","명","34166.5",
"서울특별시","계","80세 이상","주민등록연앙인구[명]","명","189315",
"서울특별시","계","80세","주민등록연앙인구[명]","명","28788.5",
"서울특별시","계","81세","주민등록연앙인구[명]","명","25142",
"서울특별시","계","82세","주민등록연앙인구[명]","명","21708",
"서울특별시","계","83세","주민등록연앙인구[명]","명","18768.5",
"서울특별시","계","84세","주민등록연앙인구[명]","명","17212.5",
"서울특별시","계","85세 이상","주민등록연앙인구[명]","명","77695.5",
"서울특별시","계","85세","주민등록연앙인구[명]","명","15262.5",
"서울특별시","계","86세","주민등록연앙인구[명]","명","12931",
"서울특별시","계","87세","주민등록연앙인구[명]","명","10449.5",
"서울특별시","계","88세","주민등록연앙인구[명]","명","8203.5",
"서울특별시","계","89세","주민등록연앙인구[명]","명","6688.5",
"서울특별시","계","90세","주민등록연앙인구[명]","명","5924.5",
"서울특별시","계","91세","주민등록연앙인구[명]","명","5170.5",
"서울특별시","계","92세","주민등록연앙인구[명]","명","3793.5",
"서울특별시","계","93세","주민등록연앙인구[명]","명","2750",
"서울특별시","계","94세","주민등록연앙인구[명]","명","1995.5",
"서울특별시","계","95세","주민등록연앙인구[명]","명","1350.5",
"서울특별시","계","96세","주민등록연앙인구[명]","명","992",
"서울특별시","계","97세","주민등록연앙인구[명]","명","727.5",
"서울특별시","계","98세","주민등록연앙인구[명]","명","485.5",
"서울특별시","계","99세","주민등록연앙인구[명]","명","334",
"서울특별시","계","100세 이상","주민등록연앙인구[명]","명","637",
"종로구","계","계","주민등록연앙인구[명]","명","153407",
"종로구","계","0세","주민등록연앙인구[명]","명","798.5",
"종로구","계","1세","주민등록연앙인구[명]","명","894.5",
"종로구","계","2세","주민등록연앙인구[명]","명","932.5",
"종로구","계","3세","주민등록연앙인구[명]","명","944.5",
"종로구","계","4세","주민등록연앙인구[명]","명","929",
"종로구","계","5세","주민등록연앙인구[명]","명","941.5",
"종로구","계","6세","주민등록연앙인구[명]","명","1039.5",
"종로구","계","7세","주민등록연앙인구[명]","명","1042",
"종로구","계","8세","주민등록연앙인구[명]","명","982",
"종로구","계","9세","주민등록연앙인구[명]","명","1032.5",
"종로구","계","10세","주민등록연앙인구[명]","명","1114",
"종로구","계","11세","주민등록연앙인구[명]","명","1213.5",
"종로구","계","12세","주민등록연앙인구[명]","명","1398",
"종로구","계","13세","주민등록연앙인구[명]","명","1523.5",
"종로구","계","14세","주민등록연앙인구[명]","명","1634.5",
"종로구","계","15세","주민등록연앙인구[명]","명","1699",
"종로구","계","16세","주민등록연앙인구[명]","명","1725",
"종로구","계","17세","주민등록연앙인구[명]","명","1789",
"종로구","계","18세","주민등록연앙인구[명]","명","1863",
"종로구","계","19세","주민등록연앙인구[명]","명","2043",
"종로구","계","20세","주민등록연앙인구[명]","명","2087.5",
"종로구","계","21세","주민등록연앙인구[명]","명","2166.5",
"종로구","계","22세","주민등록연앙인구[명]","명","2285.5",
"종로구","계","23세","주민등록연앙인구[명]","명","2395.5",
"종로구","계","24세","주민등록연앙인구[명]","명","2342",
"종로구","계","25세","주민등록연앙인구[명]","명","2373",
"종로구","계","26세","주민등록연앙인구[명]","명","2377",
"종로구","계","27세","주민등록연앙인구[명]","명","2379",
"종로구","계","28세","주민등록연앙인구[명]","명","2427.5",
"종로구","계","29세","주민등록연앙인구[명]","명","2374.5",
"종로구","계","30세","주민등록연앙인구[명]","명","2360",
"종로구","계","31세","주민등록연앙인구[명]","명","2412",
"종로구","계","32세","주민등록연앙인구[명]","명","2465.5",
"종로구","계","33세","주민등록연앙인구[명]","명","2440.5",
"종로구","계","34세","주민등록연앙인구[명]","명","2340.5",
"종로구","계","35세","주민등록연앙인구[명]","명","2097.5",
"종로구","계","36세","주민등록연앙인구[명]","명","1991.5",
"종로구","계","37세","주민등록연앙인구[명]","명","2077.5",
"종로구","계","38세","주민등록연앙인구[명]","명","2085",
"종로구","계","39세","주민등록연앙인구[명]","명","2267",
"종로구","계","40세","주민등록연앙인구[명]","명","2478.5",
"종로구","계","41세","주민등록연앙인구[명]","명","2620",
"종로구","계","42세","주민등록연앙인구[명]","명","2818",
"종로구","계","43세","주민등록연앙인구[명]","명","2923.5",
"종로구","계","44세","주민등록연앙인구[명]","명","2808",
"종로구","계","45세","주민등록연앙인구[명]","명","2789",
"종로구","계","46세","주민등록연앙인구[명]","명","2694",
"종로구","계","47세","주민등록연앙인구[명]","명","2494",
"종로구","계","48세","주민등록연앙인구[명]","명","2473",
"종로구","계","49세","주민등록연앙인구[명]","명","2592",
"종로구","계","50세","주민등록연앙인구[명]","명","2538.5",
"종로구","계","51세","주민등록연앙인구[명]","명","2572",
"종로구","계","52세","주민등록연앙인구[명]","명","2701",
"종로구","계","53세","주민등록연앙인구[명]","명","2744.5",
"종로구","계","54세","주민등록연앙인구[명]","명","2688",
"종로구","계","55세","주민등록연앙인구[명]","명","2507",
"종로구","계","56세","주민등록연앙인구[명]","명","2371.5",
"종로구","계","57세","주민등록연앙인구[명]","명","2242.5",
"종로구","계","58세","주민등록연앙인구[명]","명","2266",
"종로구","계","59세","주민등록연앙인구[명]","명","2151.5",
"종로구","계","60세","주민등록연앙인구[명]","명","1826",
"종로구","계","61세","주민등록연앙인구[명]","명","1823.5",
"종로구","계","62세","주민등록연앙인구[명]","명","1624",
"종로구","계","63세","주민등록연앙인구[명]","명","1394.5",
"종로구","계","64세","주민등록연앙인구[명]","명","1507.5",
"종로구","계","65세","주민등록연앙인구[명]","명","1523.5",
"종로구","계","66세","주민등록연앙인구[명]","명","1598",
"종로구","계","67세","주민등록연앙인구[명]","명","1490.5",
"종로구","계","68세","주민등록연앙인구[명]","명","1278.5",
"종로구","계","69세","주민등록연앙인구[명]","명","1259",
"종로구","계","70세","주민등록연앙인구[명]","명","1303",
"종로구","계","71세","주민등록연앙인구[명]","명","1476",
"종로구","계","72세","주민등록연앙인구[명]","명","1459",
"종로구","계","73세","주민등록연앙인구[명]","명","1243",
"종로구","계","74세","주민등록연앙인구[명]","명","1173.5",
"종로구","계","75세","주민등록연앙인구[명]","명","1084",
"종로구","계","76세","주민등록연앙인구[명]","명","933",
"종로구","계","77세","주민등록연앙인구[명]","명","858.5",
"종로구","계","78세","주민등록연앙인구[명]","명","840.5",
"종로구","계","79세","주민등록연앙인구[명]","명","738.5",
"종로구","계","80세 이상","주민등록연앙인구[명]","명","4216.5",
"종로구","계","80세","주민등록연앙인구[명]","명","627",
"종로구","계","81세","주민등록연앙인구[명]","명","542.5",
"종로구","계","82세","주민등록연앙인구[명]","명","467.5",
"종로구","계","83세","주민등록연앙인구[명]","명","414",
"종로구","계","84세","주민등록연앙인구[명]","명","369",
"종로구","계","85세 이상","주민등록연앙인구[명]","명","1796.5",
"종로구","계","85세","주민등록연앙인구[명]","명","341",
"종로구","계","86세","주민등록연앙인구[명]","명","278",
"종로구","계","87세","주민등록연앙인구[명]","명","236",
"종로구","계","88세","주민등록연앙인구[명]","명","195",
"종로구","계","89세","주민등록연앙인구[명]","명","153.5",
"종로구","계","90세","주민등록연앙인구[명]","명","127.5",
"종로구","계","91세","주민등록연앙인구[명]","명","123.5",
"종로구","계","92세","주민등록연앙인구[명]","명","101.5",
"종로구","계","93세","주민등록연앙인구[명]","명","72",
"종로구","계","94세","주민등록연앙인구[명]","명","56.5",
"종로구","계","95세","주민등록연앙인구[명]","명","27.5",
"종로구","계","96세","주민등록연앙인구[명]","명","23",
"종로구","계","97세","주민등록연앙인구[명]","명","22.5",
"종로구","계","98세","주민등록연앙인구[명]","명","14",
"종로구","계","99세","주민등록연앙인구[명]","명","10",
"종로구","계","100세 이상","주민등록연앙인구[명]","명","15",
"중구","계","계","주민등록연앙인구[명]","명","125273",
"중구","계","0세","주민등록연앙인구[명]","명","924",
"중구","계","1세","주민등록연앙인구[명]","명","983",
"중구","계","2세","주민등록연앙인구[명]","명","981.5",
"중구","계","3세","주민등록연앙인구[명]","명","925.5",
"중구","계","4세","주민등록연앙인구[명]","명","859",
"중구","계","5세","주민등록연앙인구[명]","명","820.5",
"중구","계","6세","주민등록연앙인구[명]","명","874.5",
"중구","계","7세","주민등록연앙인구[명]","명","836",
"중구","계","8세","주민등록연앙인구[명]","명","718.5",
"중구","계","9세","주민등록연앙인구[명]","명","757.5",
"중구","계","10세","주민등록연앙인구[명]","명","801.5",
"중구","계","11세","주민등록연앙인구[명]","명","788.5",
"중구","계","12세","주민등록연앙인구[명]","명","783",
"중구","계","13세","주민등록연앙인구[명]","명","921.5",
"중구","계","14세","주민등록연앙인구[명]","명","996",
"중구","계","15세","주민등록연앙인구[명]","명","1035.5",
"중구","계","16세","주민등록연앙인구[명]","명","1115.5",
"중구","계","17세","주민등록연앙인구[명]","명","1181",
"중구","계","18세","주민등록연앙인구[명]","명","1217",
"중구","계","19세","주민등록연앙인구[명]","명","1396",
"중구","계","20세","주민등록연앙인구[명]","명","1518",
"중구","계","21세","주민등록연앙인구[명]","명","1669.5",
"중구","계","22세","주민등록연앙인구[명]","명","1758",
"중구","계","23세","주민등록연앙인구[명]","명","1735",
"중구","계","24세","주민등록연앙인구[명]","명","1711",
"중구","계","25세","주민등록연앙인구[명]","명","1808.5",
"중구","계","26세","주민등록연앙인구[명]","명","1888",
"중구","계","27세","주민등록연앙인구[명]","명","1870",
"중구","계","28세","주민등록연앙인구[명]","명","1969",
"중구","계","29세","주민등록연앙인구[명]","명","2028",
"중구","계","30세","주민등록연앙인구[명]","명","2113.5",
"중구","계","31세","주민등록연앙인구[명]","명","2282",
"중구","계","32세","주민등록연앙인구[명]","명","2375",
"중구","계","33세","주민등록연앙인구[명]","명","2363.5",
"중구","계","34세","주민등록연앙인구[명]","명","2299",
"중구","계","35세","주민등록연앙인구[명]","명","2063",
"중구","계","36세","주민등록연앙인구[명]","명","1923.5",
"중구","계","37세","주민등록연앙인구[명]","명","1970.5",
"중구","계","38세","주민등록연앙인구[명]","명","1899.5",
"중구","계","39세","주민등록연앙인구[명]","명","2006",
"중구","계","40세","주민등록연앙인구[명]","명","2071",
"중구","계","41세","주민등록연앙인구[명]","명","2071",
"중구","계","42세","주민등록연앙인구[명]","명","2217.5",
"중구","계","43세","주민등록연앙인구[명]","명","2238",
"중구","계","44세","주민등록연앙인구[명]","명","2176.5",
"중구","계","45세","주민등록연앙인구[명]","명","2148.5",
"중구","계","46세","주민등록연앙인구[명]","명","2026",
"중구","계","47세","주민등록연앙인구[명]","명","1873.5",
"중구","계","48세","주민등록연앙인구[명]","명","1858",
"중구","계","49세","주민등록연앙인구[명]","명","1955",
"중구","계","50세","주민등록연앙인구[명]","명","1970.5",
"중구","계","51세","주민등록연앙인구[명]","명","2030",
"중구","계","52세","주민등록연앙인구[명]","명","2199.5",
"중구","계","53세","주민등록연앙인구[명]","명","2325.5",
"중구","계","54세","주민등록연앙인구[명]","명","2273.5",
"중구","계","55세","주민등록연앙인구[명]","명","2146",
"중구","계","56세","주민등록연앙인구[명]","명","2134.5",
"중구","계","57세","주민등록연앙인구[명]","명","2080",
"중구","계","58세","주민등록연앙인구[명]","명","2027",
"중구","계","59세","주민등록연앙인구[명]","명","1867.5",
"중구","계","60세","주민등록연앙인구[명]","명","1605.5",
"중구","계","61세","주민등록연앙인구[명]","명","1589.5",
"중구","계","62세","주민등록연앙인구[명]","명","1428.5",
"중구","계","63세","주민등록연앙인구[명]","명","1257.5",
"중구","계","64세","주민등록연앙인구[명]","명","1336",
"중구","계","65세","주민등록연앙인구[명]","명","1320.5",
"중구","계","66세","주민등록연앙인구[명]","명","1367.5",
"중구","계","67세","주민등록연앙인구[명]","명","1247.5",
"중구","계","68세","주민등록연앙인구[명]","명","1074",
"중구","계","69세","주민등록연앙인구[명]","명","1035",
"중구","계","70세","주민등록연앙인구[명]","명","1068",
"중구","계","71세","주민등록연앙인구[명]","명","1188",
"중구","계","72세","주민등록연앙인구[명]","명","1191.5",
"중구","계","73세","주민등록연앙인구[명]","명","986",
"중구","계","74세","주민등록연앙인구[명]","명","899",
"중구","계","75세","주민등록연앙인구[명]","명","858",
"중구","계","76세","주민등록연앙인구[명]","명","740.5",
"중구","계","77세","주민등록연앙인구[명]","명","694",
"중구","계","78세","주민등록연앙인구[명]","명","665.5",
"중구","계","79세","주민등록연앙인구[명]","명","563.5",
"중구","계","80세 이상","주민등록연앙인구[명]","명","3302.5",
"중구","계","80세","주민등록연앙인구[명]","명","494",
"중구","계","81세","주민등록연앙인구[명]","명","435.5",
"중구","계","82세","주민등록연앙인구[명]","명","357",
"중구","계","83세","주민등록연앙인구[명]","명","330",
"중구","계","84세","주민등록연앙인구[명]","명","314",
"중구","계","85세 이상","주민등록연앙인구[명]","명","1372",
"중구","계","85세","주민등록연앙인구[명]","명","274",
"중구","계","86세","주민등록연앙인구[명]","명","228.5",
"중구","계","87세","주민등록연앙인구[명]","명","190.5",
"중구","계","88세","주민등록연앙인구[명]","명","136.5",
"중구","계","89세","주민등록연앙인구[명]","명","120.5",
"중구","계","90세","주민등록연앙인구[명]","명","109.5",
"중구","계","91세","주민등록연앙인구[명]","명","92",
"중구","계","92세","주민등록연앙인구[명]","명","67",
"중구","계","93세","주민등록연앙인구[명]","명","40.5",
"중구","계","94세","주민등록연앙인구[명]","명","29.5",
"중구","계","95세","주민등록연앙인구[명]","명","24.5",
"중구","계","96세","주민등록연앙인구[명]","명","20",
"중구","계","97세","주민등록연앙인구[명]","명","15",
"중구","계","98세","주민등록연앙인구[명]","명","10.5",
"중구","계","99세","주민등록연앙인구[명]","명","6",
"중구","계","100세 이상","주민등록연앙인구[명]","명","7.5",
"용산구","계","계","주민등록연앙인구[명]","명","229055",
"용산구","계","0세","주민등록연앙인구[명]","명","1803",
"용산구","계","1세","주민등록연앙인구[명]","명","1937.5",
"용산구","계","2세","주민등록연앙인구[명]","명","1922.5",
"용산구","계","3세","주민등록연앙인구[명]","명","1804",
"용산구","계","4세","주민등록연앙인구[명]","명","1701.5",
"용산구","계","5세","주민등록연앙인구[명]","명","1719.5",
"용산구","계","6세","주민등록연앙인구[명]","명","1794.5",
"용산구","계","7세","주민등록연앙인구[명]","명","1735.5",
"용산구","계","8세","주민등록연앙인구[명]","명","1639.5",
"용산구","계","9세","주민등록연앙인구[명]","명","1701",
"용산구","계","10세","주민등록연앙인구[명]","명","1703",
"용산구","계","11세","주민등록연앙인구[명]","명","1718",
"용산구","계","12세","주민등록연앙인구[명]","명","1859.5",
"용산구","계","13세","주민등록연앙인구[명]","명","2051.5",
"용산구","계","14세","주민등록연앙인구[명]","명","2172",
"용산구","계","15세","주민등록연앙인구[명]","명","2196",
"용산구","계","16세","주민등록연앙인구[명]","명","2266.5",
"용산구","계","17세","주민등록연앙인구[명]","명","2327.5",
"용산구","계","18세","주민등록연앙인구[명]","명","2402.5",
"용산구","계","19세","주민등록연앙인구[명]","명","2622.5",
"용산구","계","20세","주민등록연앙인구[명]","명","2669",
"용산구","계","21세","주민등록연앙인구[명]","명","2796",
"용산구","계","22세","주민등록연앙인구[명]","명","2950.5",
"용산구","계","23세","주민등록연앙인구[명]","명","2946",
"용산구","계","24세","주민등록연앙인구[명]","명","2968.5",
"용산구","계","25세","주민등록연앙인구[명]","명","3046",
"용산구","계","26세","주민등록연앙인구[명]","명","3168.5",
"용산구","계","27세","주민등록연앙인구[명]","명","3415",
"용산구","계","28세","주민등록연앙인구[명]","명","3597",
"용산구","계","29세","주민등록연앙인구[명]","명","3692",
"용산구","계","30세","주민등록연앙인구[명]","명","3993.5",
"용산구","계","31세","주민등록연앙인구[명]","명","4348",
"용산구","계","32세","주민등록연앙인구[명]","명","4567.5",
"용산구","계","33세","주민등록연앙인구[명]","명","4570.5",
"용산구","계","34세","주민등록연앙인구[명]","명","4373",
"용산구","계","35세","주민등록연앙인구[명]","명","3844",
"용산구","계","36세","주민등록연앙인구[명]","명","3678.5",
"용산구","계","37세","주민등록연앙인구[명]","명","3736",
"용산구","계","38세","주민등록연앙인구[명]","명","3751.5",
"용산구","계","39세","주민등록연앙인구[명]","명","3946",
"용산구","계","40세","주민등록연앙인구[명]","명","4054",
"용산구","계","41세","주민등록연앙인구[명]","명","4232.5",
"용산구","계","42세","주민등록연앙인구[명]","명","4412.5",
"용산구","계","43세","주민등록연앙인구[명]","명","4372",
"용산구","계","44세","주민등록연앙인구[명]","명","4306.5",
"용산구","계","45세","주민등록연앙인구[명]","명","4156",
"용산구","계","46세","주민등록연앙인구[명]","명","3821",
"용산구","계","47세","주민등록연앙인구[명]","명","3460",
