"행정구역(시군구)별","성별","연령별","항목","단위","2016 년",
"전국","계","45세","주민등록연앙인구[명]","명","921404.5",
"전국","계","46세","주민등록연앙인구[명]","명","911718.5",
"전국","계","47세","주민등록연앙인구[명]","명","915315",
"전국","계","48세","주민등록연앙인구[명]","명","884100.5",
"전국","계","49세","주민등록연앙인구[명]","명","829481",
"전국","계","50세","주민등록연앙인구[명]","명","824263",
"전국","계","51세","주민등록연앙인구[명]","명","832261",
"전국","계","52세","주민등록연앙인구[명]","명","802935",
"전국","계","53세","주민등록연앙인구[명]","명","826264.5",
"전국","계","54세","주민등록연앙인구[명]","명","886436",
"전국","계","55세","주민등록연앙인구[명]","명","906937.5",
"전국","계","56세","주민등록연앙인구[명]","명","876073",
"전국","계","57세","주민등록연앙인구[명]","명","804525.5",
"전국","계","58세","주민등록연앙인구[명]","명","764426",
"전국","계","59세","주민등록연앙인구[명]","명","723802.5",
"전국","계","60세","주민등록연앙인구[명]","명","698981.5",
"전국","계","61세","주민등록연앙인구[명]","명","657535.5",
"전국","계","62세","주민등록연앙인구[명]","명","562715",
"전국","계","63세","주민등록연앙인구[명]","명","548673.5",
"전국","계","64세","주민등록연앙인구[명]","명","497527",
"전국","계","65세","주민등록연앙인구[명]","명","433380",
"전국","계","66세","주민등록연앙인구[명]","명","449408",
"전국","계","67세","주민등록연앙인구[명]","명","449674.5",
"전국","계","68세","주민등록연앙인구[명]","명","449254",
"전국","계","69세","주민등록연앙인구[명]","명","404114.5",
"전국","계","70세","주민등록연앙인구[명]","명","338327",
"전국","계","71세","주민등록연앙인구[명]","명","329313",
"전국","계","72세","주민등록연앙인구[명]","명","340110",
"전국","계","73세","주민등록연앙인구[명]","명","379205.5",
"전국","계","74세","주민등록연앙인구[명]","명","378570",
"전국","계","75세","주민등록연앙인구[명]","명","319533.5",
"전국","계","76세","주민등록연앙인구[명]","명","302014.5",
"전국","계","77세","주민등록연앙인구[명]","명","288294.5",
"전국","계","78세","주민등록연앙인구[명]","명","259825.5",
"전국","계","79세","주민등록연앙인구[명]","명","238444.5",
"전국","계","80세 이상","주민등록연앙인구[명]","명","1421689.5",
"전국","계","80세","주민등록연앙인구[명]","명","221668.5",
"전국","계","81세","주민등록연앙인구[명]","명","199960.5",
"전국","계","82세","주민등록연앙인구[명]","명","170344.5",
"전국","계","83세","주민등록연앙인구[명]","명","147222",
"전국","계","84세","주민등록연앙인구[명]","명","125189.5",
"전국","계","85세 이상","주민등록연앙인구[명]","명","557304.5",
"전국","계","85세","주민등록연앙인구[명]","명","105386.5",
"전국","계","86세","주민등록연앙인구[명]","명","93171",
"전국","계","87세","주민등록연앙인구[명]","명","79520",
"전국","계","88세","주민등록연앙인구[명]","명","65498",
"전국","계","89세","주민등록연앙인구[명]","명","50555",
"전국","계","90세","주민등록연앙인구[명]","명","38664.5",
"전국","계","91세","주민등록연앙인구[명]","명","30190",
"전국","계","92세","주민등록연앙인구[명]","명","25514.5",
"전국","계","93세","주민등록연앙인구[명]","명","21660.5",
"전국","계","94세","주민등록연앙인구[명]","명","15219",
"전국","계","95세","주민등록연앙인구[명]","명","10235.5",
"전국","계","96세","주민등록연앙인구[명]","명","7086.5",
"전국","계","97세","주민등록연앙인구[명]","명","4727.5",
"전국","계","98세","주민등록연앙인구[명]","명","3285",
"전국","계","99세","주민등록연앙인구[명]","명","2243",
"전국","계","100세 이상","주민등록연앙인구[명]","명","4348",
"서울특별시","계","계","주민등록연앙인구[명]","명","9811038.5",
"서울특별시","계","0세","주민등록연앙인구[명]","명","74226.5",
"서울특별시","계","1세","주민등록연앙인구[명]","명","77554",
"서울특별시","계","2세","주민등록연앙인구[명]","명","75475",
"서울특별시","계","3세","주민등록연앙인구[명]","명","78159.5",
"서울특별시","계","4세","주민등록연앙인구[명]","명","79638",
"서울특별시","계","5세","주민등록연앙인구[명]","명","77697.5",
"서울특별시","계","6세","주민등록연앙인구[명]","명","75493.5",
"서울특별시","계","7세","주민등록연앙인구[명]","명","75325",
"서울특별시","계","8세","주민등록연앙인구[명]","명","79565",
"서울특별시","계","9세","주민등록연앙인구[명]","명","78322.5",
"서울특별시","계","10세","주민등록연앙인구[명]","명","73979.5",
"서울특별시","계","11세","주민등록연앙인구[명]","명","76726.5",
"서울특별시","계","12세","주민등록연앙인구[명]","명","82256",
"서울특별시","계","13세","주민등록연앙인구[명]","명","83640.5",
"서울특별시","계","14세","주민등록연앙인구[명]","명","88703.5",
"서울특별시","계","15세","주민등록연앙인구[명]","명","101517",
"서울특별시","계","16세","주민등록연앙인구[명]","명","107025.5",
"서울특별시","계","17세","주민등록연앙인구[명]","명","107667.5",
"서울특별시","계","18세","주민등록연앙인구[명]","명","113422.5",
"서울특별시","계","19세","주민등록연앙인구[명]","명","120643",
"서울특별시","계","20세","주민등록연앙인구[명]","명","126571.5",
"서울특별시","계","21세","주민등록연앙인구[명]","명","132212",
"서울특별시","계","22세","주민등록연앙인구[명]","명","137242.5",
"서울특별시","계","23세","주민등록연앙인구[명]","명","144983",
"서울특별시","계","24세","주민등록연앙인구[명]","명","151429.5",
"서울특별시","계","25세","주민등록연앙인구[명]","명","149472",
"서울특별시","계","26세","주민등록연앙인구[명]","명","146292",
"서울특별시","계","27세","주민등록연앙인구[명]","명","148480.5",
"서울특별시","계","28세","주민등록연앙인구[명]","명","148776",
"서울특별시","계","29세","주민등록연앙인구[명]","명","149109",
"서울특별시","계","30세","주민등록연앙인구[명]","명","152847",
"서울특별시","계","31세","주민등록연앙인구[명]","명","154292.5",
"서울특별시","계","32세","주민등록연앙인구[명]","명","161787",
"서울특별시","계","33세","주민등록연앙인구[명]","명","174288.5",
"서울특별시","계","34세","주민등록연앙인구[명]","명","179033",
"서울특별시","계","35세","주민등록연앙인구[명]","명","176587",
"서울특별시","계","36세","주민등록연앙인구[명]","명","171960",
"서울특별시","계","37세","주민등록연앙인구[명]","명","156054",
"서울특별시","계","38세","주민등록연앙인구[명]","명","147930",
"서울특별시","계","39세","주민등록연앙인구[명]","명","151211.5",
"서울특별시","계","40세","주민등록연앙인구[명]","명","150454",
"서울특별시","계","41세","주민등록연앙인구[명]","명","157353.5",
"서울특별시","계","42세","주민등록연앙인구[명]","명","166001.5",
"서울특별시","계","43세","주민등록연앙인구[명]","명","170342",
"서울특별시","계","44세","주민등록연앙인구[명]","명","176459",
"서울특별시","계","45세","주민등록연앙인구[명]","명","178007.5",
"서울특별시","계","46세","주민등록연앙인구[명]","명","173718",
"서울특별시","계","47세","주민등록연앙인구[명]","명","170244",
"서울특별시","계","48세","주민등록연앙인구[명]","명","162680.5",
"서울특별시","계","49세","주민등록연앙인구[명]","명","151015",
"서울특별시","계","50세","주민등록연앙인구[명]","명","149649",
"서울특별시","계","51세","주민등록연앙인구[명]","명","153963",
"서울특별시","계","52세","주민등록연앙인구[명]","명","150249.5",
"서울특별시","계","53세","주민등록연앙인구[명]","명","152534",
"서울특별시","계","54세","주민등록연앙인구[명]","명","161015.5",
"서울특별시","계","55세","주민등록연앙인구[명]","명","166303.5",
"서울특별시","계","56세","주민등록연앙인구[명]","명","163929",
"서울특별시","계","57세","주민등록연앙인구[명]","명","153150",
"서울특별시","계","58세","주민등록연앙인구[명]","명","147847.5",
"서울특별시","계","59세","주민등록연앙인구[명]","명","141217",
"서울특별시","계","60세","주민등록연앙인구[명]","명","138397.5",
"서울특별시","계","61세","주민등록연앙인구[명]","명","130856.5",
"서울특별시","계","62세","주민등록연앙인구[명]","명","112816",
"서울특별시","계","63세","주민등록연앙인구[명]","명","110378",
"서울특별시","계","64세","주민등록연앙인구[명]","명","97495",
"서울특별시","계","65세","주민등록연앙인구[명]","명","85267.5",
"서울특별시","계","66세","주민등록연앙인구[명]","명","90305",
"서울특별시","계","67세","주민등록연앙인구[명]","명","90177.5",
"서울특별시","계","68세","주민등록연앙인구[명]","명","90619.5",
"서울특별시","계","69세","주민등록연앙인구[명]","명","82658",
"서울특별시","계","70세","주민등록연앙인구[명]","명","69554",
"서울특별시","계","71세","주민등록연앙인구[명]","명","65547",
"서울특별시","계","72세","주민등록연앙인구[명]","명","65342",
"서울특별시","계","73세","주민등록연앙인구[명]","명","70963",
"서울특별시","계","74세","주민등록연앙인구[명]","명","69143",
"서울특별시","계","75세","주민등록연앙인구[명]","명","56936",
"서울특별시","계","76세","주민등록연앙인구[명]","명","51938",
"서울특별시","계","77세","주민등록연앙인구[명]","명","48105",
"서울특별시","계","78세","주민등록연앙인구[명]","명","42426.5",
"서울특별시","계","79세","주민등록연앙인구[명]","명","38149",
"서울특별시","계","80세 이상","주민등록연앙인구[명]","명","220235",
"서울특별시","계","80세","주민등록연앙인구[명]","명","34822.5",
"서울특별시","계","81세","주민등록연앙인구[명]","명","30711.5",
"서울특별시","계","82세","주민등록연앙인구[명]","명","25651.5",
"서울특별시","계","83세","주민등록연앙인구[명]","명","22128.5",
"서울특별시","계","84세","주민등록연앙인구[명]","명","18820.5",
"서울특별시","계","85세 이상","주민등록연앙인구[명]","명","88100.5",
"서울특별시","계","85세","주민등록연앙인구[명]","명","16028",
"서울특별시","계","86세","주민등록연앙인구[명]","명","14367",
"서울특별시","계","87세","주민등록연앙인구[명]","명","12477.5",
"서울특별시","계","88세","주민등록연앙인구[명]","명","10419.5",
"서울특별시","계","89세","주민등록연앙인구[명]","명","8112.5",
"서울특별시","계","90세","주민등록연앙인구[명]","명","6163.5",
"서울특별시","계","91세","주민등록연앙인구[명]","명","4857",
"서울특별시","계","92세","주민등록연앙인구[명]","명","4209",
"서울특별시","계","93세","주민등록연앙인구[명]","명","3502",
"서울특별시","계","94세","주민등록연앙인구[명]","명","2512",
"서울특별시","계","95세","주민등록연앙인구[명]","명","1772",
"서울특별시","계","96세","주민등록연앙인구[명]","명","1233",
"서울특별시","계","97세","주민등록연앙인구[명]","명","779.5",
"서울특별시","계","98세","주민등록연앙인구[명]","명","552",
"서울특별시","계","99세","주민등록연앙인구[명]","명","377",
"서울특별시","계","100세 이상","주민등록연앙인구[명]","명","739",
"종로구","계","계","주민등록연앙인구[명]","명","148331.5",
"종로구","계","0세","주민등록연앙인구[명]","명","790.5",
"종로구","계","1세","주민등록연앙인구[명]","명","843.5",
"종로구","계","2세","주민등록연앙인구[명]","명","832.5",
"종로구","계","3세","주민등록연앙인구[명]","명","899",
"종로구","계","4세","주민등록연앙인구[명]","명","936.5",
"종로구","계","5세","주민등록연앙인구[명]","명","919",
"종로구","계","6세","주민등록연앙인구[명]","명","936.5",
"종로구","계","7세","주민등록연앙인구[명]","명","931",
"종로구","계","8세","주민등록연앙인구[명]","명","1011.5",
"종로구","계","9세","주민등록연앙인구[명]","명","1032",
"종로구","계","10세","주민등록연앙인구[명]","명","975.5",
"종로구","계","11세","주민등록연앙인구[명]","명","1015.5",
"종로구","계","12세","주민등록연앙인구[명]","명","1179",
"종로구","계","13세","주민등록연앙인구[명]","명","1185",
"종로구","계","14세","주민등록연앙인구[명]","명","1295",
"종로구","계","15세","주민등록연앙인구[명]","명","1515.5",
"종로구","계","16세","주민등록연앙인구[명]","명","1543.5",
"종로구","계","17세","주민등록연앙인구[명]","명","1551.5",
"종로구","계","18세","주민등록연앙인구[명]","명","1652.5",
"종로구","계","19세","주민등록연앙인구[명]","명","2030.5",
"종로구","계","20세","주민등록연앙인구[명]","명","2122.5",
"종로구","계","21세","주민등록연앙인구[명]","명","2109.5",
"종로구","계","22세","주민등록연앙인구[명]","명","2183.5",
"종로구","계","23세","주민등록연앙인구[명]","명","2380.5",
"종로구","계","24세","주민등록연앙인구[명]","명","2519",
"종로구","계","25세","주민등록연앙인구[명]","명","2518",
"종로구","계","26세","주민등록연앙인구[명]","명","2383",
"종로구","계","27세","주민등록연앙인구[명]","명","2371",
"종로구","계","28세","주민등록연앙인구[명]","명","2267",
"종로구","계","29세","주민등록연앙인구[명]","명","2203",
"종로구","계","30세","주민등록연앙인구[명]","명","2215",
"종로구","계","31세","주민등록연앙인구[명]","명","2111",
"종로구","계","32세","주민등록연앙인구[명]","명","2115",
"종로구","계","33세","주민등록연앙인구[명]","명","2173",
"종로구","계","34세","주민등록연앙인구[명]","명","2229.5",
"종로구","계","35세","주민등록연앙인구[명]","명","2214.5",
"종로구","계","36세","주민등록연앙인구[명]","명","2150",
"종로구","계","37세","주민등록연앙인구[명]","명","1966",
"종로구","계","38세","주민등록연앙인구[명]","명","1848",
"종로구","계","39세","주민등록연앙인구[명]","명","1950",
"종로구","계","40세","주민등록연앙인구[명]","명","2016",
"종로구","계","41세","주민등록연앙인구[명]","명","2157.5",
"종로구","계","42세","주민등록연앙인구[명]","명","2401.5",
"종로구","계","43세","주민등록연앙인구[명]","명","2510",
"종로구","계","44세","주민등록연앙인구[명]","명","2705.5",
"종로구","계","45세","주민등록연앙인구[명]","명","2800.5",
"종로구","계","46세","주민등록연앙인구[명]","명","2715",
"종로구","계","47세","주민등록연앙인구[명]","명","2653",
"종로구","계","48세","주민등록연앙인구[명]","명","2556.5",
"종로구","계","49세","주민등록연앙인구[명]","명","2403",
"종로구","계","50세","주민등록연앙인구[명]","명","2376",
"종로구","계","51세","주민등록연앙인구[명]","명","2490",
"종로구","계","52세","주민등록연앙인구[명]","명","2425",
"종로구","계","53세","주민등록연앙인구[명]","명","2452.5",
"종로구","계","54세","주민등록연앙인구[명]","명","2566",
"종로구","계","55세","주민등록연앙인구[명]","명","2612.5",
"종로구","계","56세","주민등록연앙인구[명]","명","2540",
"종로구","계","57세","주민등록연앙인구[명]","명","2354",
"종로구","계","58세","주민등록연앙인구[명]","명","2233",
"종로구","계","59세","주민등록연앙인구[명]","명","2124",
"종로구","계","60세","주민등록연앙인구[명]","명","2167",
"종로구","계","61세","주민등록연앙인구[명]","명","2045.5",
"종로구","계","62세","주민등록연앙인구[명]","명","1743",
"종로구","계","63세","주민등록연앙인구[명]","명","1717",
"종로구","계","64세","주민등록연앙인구[명]","명","1516",
"종로구","계","65세","주민등록연앙인구[명]","명","1299",
"종로구","계","66세","주민등록연앙인구[명]","명","1416",
"종로구","계","67세","주민등록연앙인구[명]","명","1441.5",
"종로구","계","68세","주민등록연앙인구[명]","명","1478",
"종로구","계","69세","주민등록연앙인구[명]","명","1393",
"종로구","계","70세","주민등록연앙인구[명]","명","1201.5",
"종로구","계","71세","주민등록연앙인구[명]","명","1185",
"종로구","계","72세","주민등록연앙인구[명]","명","1231",
"종로구","계","73세","주민등록연앙인구[명]","명","1369.5",
"종로구","계","74세","주민등록연앙인구[명]","명","1349.5",
"종로구","계","75세","주민등록연앙인구[명]","명","1141",
"종로구","계","76세","주민등록연앙인구[명]","명","1071",
"종로구","계","77세","주민등록연앙인구[명]","명","994",
"종로구","계","78세","주민등록연앙인구[명]","명","851",
"종로구","계","79세","주민등록연앙인구[명]","명","776.5",
"종로구","계","80세 이상","주민등록연앙인구[명]","명","4749.5",
"종로구","계","80세","주민등록연앙인구[명]","명","745",
"종로구","계","81세","주민등록연앙인구[명]","명","656",
"종로구","계","82세","주민등록연앙인구[명]","명","552",
"종로구","계","83세","주민등록연앙인구[명]","명","461",
"종로구","계","84세","주민등록연앙인구[명]","명","395.5",
"종로구","계","85세 이상","주민등록연앙인구[명]","명","1940",
"종로구","계","85세","주민등록연앙인구[명]","명","349.5",
"종로구","계","86세","주민등록연앙인구[명]","명","300",
"종로구","계","87세","주민등록연앙인구[명]","명","263",
"종로구","계","88세","주민등록연앙인구[명]","명","218.5",
"종로구","계","89세","주민등록연앙인구[명]","명","178.5",
"종로구","계","90세","주민등록연앙인구[명]","명","136.5",
"종로구","계","91세","주민등록연앙인구[명]","명","113",
"종로구","계","92세","주민등록연앙인구[명]","명","92.5",
"종로구","계","93세","주민등록연앙인구[명]","명","76.5",
"종로구","계","94세","주민등록연앙인구[명]","명","64",
"종로구","계","95세","주민등록연앙인구[명]","명","48",
"종로구","계","96세","주민등록연앙인구[명]","명","30",
"종로구","계","97세","주민등록연앙인구[명]","명","20.5",
"종로구","계","98세","주민등록연앙인구[명]","명","15.5",
"종로구","계","99세","주민등록연앙인구[명]","명","13.5",
"종로구","계","100세 이상","주민등록연앙인구[명]","명","20.5",
"중구","계","계","주민등록연앙인구[명]","명","121151.5",
"중구","계","0세","주민등록연앙인구[명]","명","846.5",
"중구","계","1세","주민등록연앙인구[명]","명","849.5",
"중구","계","2세","주민등록연앙인구[명]","명","842",
"중구","계","3세","주민등록연앙인구[명]","명","866",
"중구","계","4세","주민등록연앙인구[명]","명","862.5",
"중구","계","5세","주민등록연앙인구[명]","명","839.5",
"중구","계","6세","주민등록연앙인구[명]","명","752",
"중구","계","7세","주민등록연앙인구[명]","명","725.5",
"중구","계","8세","주민등록연앙인구[명]","명","784",
"중구","계","9세","주민등록연앙인구[명]","명","766",
"중구","계","10세","주민등록연앙인구[명]","명","667.5",
"중구","계","11세","주민등록연앙인구[명]","명","687.5",
"중구","계","12세","주민등록연앙인구[명]","명","694.5",
"중구","계","13세","주민등록연앙인구[명]","명","699",
"중구","계","14세","주민등록연앙인구[명]","명","742.5",
"중구","계","15세","주민등록연앙인구[명]","명","898",
"중구","계","16세","주민등록연앙인구[명]","명","975",
"중구","계","17세","주민등록연앙인구[명]","명","982",
"중구","계","18세","주민등록연앙인구[명]","명","1099.5",
"중구","계","19세","주민등록연앙인구[명]","명","1285.5",
"중구","계","20세","주민등록연앙인구[명]","명","1367",
"중구","계","21세","주민등록연앙인구[명]","명","1475",
"중구","계","22세","주민등록연앙인구[명]","명","1609",
"중구","계","23세","주민등록연앙인구[명]","명","1802",
"중구","계","24세","주민등록연앙인구[명]","명","1949",
"중구","계","25세","주민등록연앙인구[명]","명","1897",
"중구","계","26세","주민등록연앙인구[명]","명","1827.5",
"중구","계","27세","주민등록연앙인구[명]","명","1872",
"중구","계","28세","주민등록연앙인구[명]","명","1866.5",
"중구","계","29세","주민등록연앙인구[명]","명","1863.5",
"중구","계","30세","주민등록연앙인구[명]","명","1955",
"중구","계","31세","주민등록연앙인구[명]","명","1962",
"중구","계","32세","주민등록연앙인구[명]","명","2058.5",
"중구","계","33세","주민등록연앙인구[명]","명","2191",
"중구","계","34세","주민등록연앙인구[명]","명","2222",
"중구","계","35세","주민등록연앙인구[명]","명","2184",
"중구","계","36세","주민등록연앙인구[명]","명","2101",
"중구","계","37세","주민등록연앙인구[명]","명","1900.5",
"중구","계","38세","주민등록연앙인구[명]","명","1768",
"중구","계","39세","주민등록연앙인구[명]","명","1816.5",
"중구","계","40세","주민등록연앙인구[명]","명","1791.5",
"중구","계","41세","주민등록연앙인구[명]","명","1852.5",
"중구","계","42세","주민등록연앙인구[명]","명","1901.5",
"중구","계","43세","주민등록연앙인구[명]","명","1940",
"중구","계","44세","주민등록연앙인구[명]","명","2056.5",
"중구","계","45세","주민등록연앙인구[명]","명","2081",
"중구","계","46세","주민등록연앙인구[명]","명","2047.5",
"중구","계","47세","주민등록연앙인구[명]","명","2060",
"중구","계","48세","주민등록연앙인구[명]","명","1940",
"중구","계","49세","주민등록연앙인구[명]","명","1821.5",
"중구","계","50세","주민등록연앙인구[명]","명","1815.5",
"중구","계","51세","주민등록연앙인구[명]","명","1911",
"중구","계","52세","주민등록연앙인구[명]","명","1925",
"중구","계","53세","주민등록연앙인구[명]","명","2001",
"중구","계","54세","주민등록연앙인구[명]","명","2128.5",
"중구","계","55세","주민등록연앙인구[명]","명","2266.5",
"중구","계","56세","주민등록연앙인구[명]","명","2204.5",
"중구","계","57세","주민등록연앙인구[명]","명","2043.5",
"중구","계","58세","주민등록연앙인구[명]","명","2015.5",
"중구","계","59세","주민등록연앙인구[명]","명","1974",
"중구","계","60세","주민등록연앙인구[명]","명","1893",
"중구","계","61세","주민등록연앙인구[명]","명","1750",
"중구","계","62세","주민등록연앙인구[명]","명","1547",
"중구","계","63세","주민등록연앙인구[명]","명","1493.5",
"중구","계","64세","주민등록연앙인구[명]","명","1337",
"중구","계","65세","주민등록연앙인구[명]","명","1171",
"중구","계","66세","주민등록연앙인구[명]","명","1265.5",
"중구","계","67세","주민등록연앙인구[명]","명","1248",
"중구","계","68세","주민등록연앙인구[명]","명","1265",
"중구","계","69세","주민등록연앙인구[명]","명","1156.5",
"중구","계","70세","주민등록연앙인구[명]","명","976",
"중구","계","71세","주민등록연앙인구[명]","명","969.5",
"중구","계","72세","주민등록연앙인구[명]","명","991.5",
"중구","계","73세","주민등록연앙인구[명]","명","1089",
"중구","계","74세","주민등록연앙인구[명]","명","1097.5",
"중구","계","75세","주민등록연앙인구[명]","명","918",
"중구","계","76세","주민등록연앙인구[명]","명","805",
"중구","계","77세","주민등록연앙인구[명]","명","782.5",
"중구","계","78세","주민등록연앙인구[명]","명","671",
"중구","계","79세","주민등록연앙인구[명]","명","615",
"중구","계","80세 이상","주민등록연앙인구[명]","명","3781.5",
"중구","계","80세","주민등록연앙인구[명]","명","584.5",
"중구","계","81세","주민등록연앙인구[명]","명","495.5",
"중구","계","82세","주민등록연앙인구[명]","명","444",
"중구","계","83세","주민등록연앙인구[명]","명","386.5",
"중구","계","84세","주민등록연앙인구[명]","명","316.5",
"중구","계","85세 이상","주민등록연앙인구[명]","명","1554.5",
"중구","계","85세","주민등록연앙인구[명]","명","280",
"중구","계","86세","주민등록연앙인구[명]","명","256",
"중구","계","87세","주민등록연앙인구[명]","명","221.5",
"중구","계","88세","주민등록연앙인구[명]","명","183.5",
"중구","계","89세","주민등록연앙인구[명]","명","146.5",
"중구","계","90세","주민등록연앙인구[명]","명","102",
"중구","계","91세","주민등록연앙인구[명]","명","92.5",
"중구","계","92세","주민등록연앙인구[명]","명","83",
"중구","계","93세","주민등록연앙인구[명]","명","60",
"중구","계","94세","주민등록연앙인구[명]","명","41.5",
"중구","계","95세","주민등록연앙인구[명]","명","25",
"중구","계","96세","주민등록연앙인구[명]","명","17",
"중구","계","97세","주민등록연앙인구[명]","명","15.5",
"중구","계","98세","주민등록연앙인구[명]","명","13",
"중구","계","99세","주민등록연앙인구[명]","명","8",
"중구","계","100세 이상","주민등록연앙인구[명]","명","9.5",
"용산구","계","계","주민등록연앙인구[명]","명","221883",
"용산구","계","0세","주민등록연앙인구[명]","명","1660",
"용산구","계","1세","주민등록연앙인구[명]","명","1697.5",
"용산구","계","2세","주민등록연앙인구[명]","명","1674.5",
"용산구","계","3세","주민등록연앙인구[명]","명","1744",
"용산구","계","4세","주민등록연앙인구[명]","명","1751",
"용산구","계","5세","주민등록연앙인구[명]","명","1652.5",
"용산구","계","6세","주민등록연앙인구[명]","명","1557",
"용산구","계","7세","주민등록연앙인구[명]","명","1583",
"용산구","계","8세","주민등록연앙인구[명]","명","1652",
"용산구","계","9세","주민등록연앙인구[명]","명","1626.5",
"용산구","계","10세","주민등록연앙인구[명]","명","1540.5",
"용산구","계","11세","주민등록연앙인구[명]","명","1602",
"용산구","계","12세","주민등록연앙인구[명]","명","1610",
"용산구","계","13세","주민등록연앙인구[명]","명","1638",
"용산구","계","14세","주민등록연앙인구[명]","명","1801",
"용산구","계","15세","주민등록연앙인구[명]","명","2008",
"용산구","계","16세","주민등록연앙인구[명]","명","2152.5",
"용산구","계","17세","주민등록연앙인구[명]","명","2152.5",
"용산구","계","18세","주민등록연앙인구[명]","명","2237.5",
"용산구","계","19세","주민등록연앙인구[명]","명","2342.5",
"용산구","계","20세","주민등록연앙인구[명]","명","2513",
"용산구","계","21세","주민등록연앙인구[명]","명","2748",
"용산구","계","22세","주민등록연앙인구[명]","명","2826.5",
"용산구","계","23세","주민등록연앙인구[명]","명","3008",
"용산구","계","24세","주민등록연앙인구[명]","명","3226",
"용산구","계","25세","주민등록연앙인구[명]","명","3242",
"용산구","계","26세","주민등록연앙인구[명]","명","3197",
"용산구","계","27세","주민등록연앙인구[명]","명","3267.5",
"용산구","계","28세","주민등록연앙인구[명]","명","3385.5",
"용산구","계","29세","주민등록연앙인구[명]","명","3482.5",
"용산구","계","30세","주민등록연앙인구[명]","명","3519.5",
"용산구","계","31세","주민등록연앙인구[명]","명","3567.5",
"용산구","계","32세","주민등록연앙인구[명]","명","3803",
"용산구","계","33세","주민등록연앙인구[명]","명","4095.5",
"용산구","계","34세","주민등록연앙인구[명]","명","4224",
"용산구","계","35세","주민등록연앙인구[명]","명","4209.5",
"용산구","계","36세","주민등록연앙인구[명]","명","3976",
"용산구","계","37세","주민등록연앙인구[명]","명","3565",
"용산구","계","38세","주민등록연앙인구[명]","명","3356.5",
"용산구","계","39세","주민등록연앙인구[명]","명","3425",
"용산구","계","40세","주민등록연앙인구[명]","명","3459",
"용산구","계","41세","주민등록연앙인구[명]","명","3592.5",
"용산구","계","42세","주민등록연앙인구[명]","명","3759",
"용산구","계","43세","주민등록연앙인구[명]","명","3994.5",
"용산구","계","44세","주민등록연앙인구[명]","명","4173",
"용산구","계","45세","주민등록연앙인구[명]","명","4133",
"용산구","계","46세","주민등록연앙인구[명]","명","4067.5",
"용산구","계","47세","주민등록연앙인구[명]","명","3940",
"용산구","계","48세","주민등록연앙인구[명]","명","3648",
"용산구","계","49세","주민등록연앙인구[명]","명","3340",
