"행정구역(시군구)별","성별","연령별","항목","단위","2018 년",
"서울특별시","계","83세","주민등록연앙인구[명]","명","27148.5",
"서울특별시","계","84세","주민등록연앙인구[명]","명","22292.5",
"서울특별시","계","85세 이상","주민등록연앙인구[명]","명","100560.5",
"서울특별시","계","85세","주민등록연앙인구[명]","명","18967.5",
"서울특별시","계","86세","주민등록연앙인구[명]","명","15863",
"서울특별시","계","87세","주민등록연앙인구[명]","명","13176",
"서울특별시","계","88세","주민등록연앙인구[명]","명","11546",
"서울특별시","계","89세","주민등록연앙인구[명]","명","9886",
"서울특별시","계","90세","주민등록연앙인구[명]","명","7966.5",
"서울특별시","계","91세","주민등록연앙인구[명]","명","5977",
"서울특별시","계","92세","주민등록연앙인구[명]","명","4375",
"서울특별시","계","93세","주민등록연앙인구[명]","명","3311",
"서울특별시","계","94세","주민등록연앙인구[명]","명","2795",
"서울특별시","계","95세","주민등록연앙인구[명]","명","2246.5",
"서울특별시","계","96세","주민등록연앙인구[명]","명","1517",
"서울특별시","계","97세","주민등록연앙인구[명]","명","1033",
"서울특별시","계","98세","주민등록연앙인구[명]","명","686.5",
"서울특별시","계","99세","주민등록연앙인구[명]","명","412.5",
"서울특별시","계","100세 이상","주민등록연앙인구[명]","명","802",
"종로구","계","계","주민등록연앙인구[명]","명","148325.5",
"종로구","계","0세","주민등록연앙인구[명]","명","630.5",
"종로구","계","1세","주민등록연앙인구[명]","명","754.5",
"종로구","계","2세","주민등록연앙인구[명]","명","843.5",
"종로구","계","3세","주민등록연앙인구[명]","명","892.5",
"종로구","계","4세","주민등록연앙인구[명]","명","868",
"종로구","계","5세","주민등록연앙인구[명]","명","954.5",
"종로구","계","6세","주민등록연앙인구[명]","명","960.5",
"종로구","계","7세","주민등록연앙인구[명]","명","958",
"종로구","계","8세","주민등록연앙인구[명]","명","962",
"종로구","계","9세","주민등록연앙인구[명]","명","957.5",
"종로구","계","10세","주민등록연앙인구[명]","명","1042.5",
"종로구","계","11세","주민등록연앙인구[명]","명","1076.5",
"종로구","계","12세","주민등록연앙인구[명]","명","1046",
"종로구","계","13세","주민등록연앙인구[명]","명","1041.5",
"종로구","계","14세","주민등록연앙인구[명]","명","1128",
"종로구","계","15세","주민등록연앙인구[명]","명","1178",
"종로구","계","16세","주민등록연앙인구[명]","명","1276",
"종로구","계","17세","주민등록연앙인구[명]","명","1443.5",
"종로구","계","18세","주민등록연앙인구[명]","명","1536.5",
"종로구","계","19세","주민등록연앙인구[명]","명","1825.5",
"종로구","계","20세","주민등록연앙인구[명]","명","2019.5",
"종로구","계","21세","주민등록연앙인구[명]","명","2108.5",
"종로구","계","22세","주민등록연앙인구[명]","명","2233",
"종로구","계","23세","주민등록연앙인구[명]","명","2378",
"종로구","계","24세","주민등록연앙인구[명]","명","2494",
"종로구","계","25세","주민등록연앙인구[명]","명","2602.5",
"종로구","계","26세","주민등록연앙인구[명]","명","2639",
"종로구","계","27세","주민등록연앙인구[명]","명","2544.5",
"종로구","계","28세","주민등록연앙인구[명]","명","2354",
"종로구","계","29세","주민등록연앙인구[명]","명","2235",
"종로구","계","30세","주민등록연앙인구[명]","명","2173",
"종로구","계","31세","주민등록연앙인구[명]","명","2106",
"종로구","계","32세","주민등록연앙인구[명]","명","2061",
"종로구","계","33세","주민등록연앙인구[명]","명","1989.5",
"종로구","계","34세","주민등록연앙인구[명]","명","2016",
"종로구","계","35세","주민등록연앙인구[명]","명","2115",
"종로구","계","36세","주민등록연앙인구[명]","명","2161.5",
"종로구","계","37세","주민등록연앙인구[명]","명","2189",
"종로구","계","38세","주민등록연앙인구[명]","명","2131",
"종로구","계","39세","주민등록연앙인구[명]","명","1949.5",
"종로구","계","40세","주민등록연앙인구[명]","명","1865",
"종로구","계","41세","주민등록연앙인구[명]","명","1942",
"종로구","계","42세","주민등록연앙인구[명]","명","1990",
"종로구","계","43세","주민등록연앙인구[명]","명","2172",
"종로구","계","44세","주민등록연앙인구[명]","명","2366.5",
"종로구","계","45세","주민등록연앙인구[명]","명","2484",
"종로구","계","46세","주민등록연앙인구[명]","명","2685.5",
"종로구","계","47세","주민등록연앙인구[명]","명","2769.5",
"종로구","계","48세","주민등록연앙인구[명]","명","2685.5",
"종로구","계","49세","주민등록연앙인구[명]","명","2617",
"종로구","계","50세","주민등록연앙인구[명]","명","2523",
"종로구","계","51세","주민등록연앙인구[명]","명","2377.5",
"종로구","계","52세","주민등록연앙인구[명]","명","2388",
"종로구","계","53세","주민등록연앙인구[명]","명","2492.5",
"종로구","계","54세","주민등록연앙인구[명]","명","2449.5",
"종로구","계","55세","주민등록연앙인구[명]","명","2409",
"종로구","계","56세","주민등록연앙인구[명]","명","2549.5",
"종로구","계","57세","주민등록연앙인구[명]","명","2585",
"종로구","계","58세","주민등록연앙인구[명]","명","2491",
"종로구","계","59세","주민등록연앙인구[명]","명","2295.5",
"종로구","계","60세","주민등록연앙인구[명]","명","2187",
"종로구","계","61세","주민등록연앙인구[명]","명","2105",
"종로구","계","62세","주민등록연앙인구[명]","명","2094.5",
"종로구","계","63세","주민등록연앙인구[명]","명","1977",
"종로구","계","64세","주민등록연앙인구[명]","명","1683.5",
"종로구","계","65세","주민등록연앙인구[명]","명","1651",
"종로구","계","66세","주민등록연앙인구[명]","명","1449.5",
"종로구","계","67세","주민등록연앙인구[명]","명","1270.5",
"종로구","계","68세","주민등록연앙인구[명]","명","1366",
"종로구","계","69세","주민등록연앙인구[명]","명","1365",
"종로구","계","70세","주민등록연앙인구[명]","명","1423.5",
"종로구","계","71세","주민등록연앙인구[명]","명","1323.5",
"종로구","계","72세","주민등록연앙인구[명]","명","1135",
"종로구","계","73세","주민등록연앙인구[명]","명","1113.5",
"종로구","계","74세","주민등록연앙인구[명]","명","1156.5",
"종로구","계","75세","주민등록연앙인구[명]","명","1281",
"종로구","계","76세","주민등록연앙인구[명]","명","1275.5",
"종로구","계","77세","주민등록연앙인구[명]","명","1078.5",
"종로구","계","78세","주민등록연앙인구[명]","명","1001",
"종로구","계","79세","주민등록연앙인구[명]","명","935.5",
"종로구","계","80세 이상","주민등록연앙인구[명]","명","5440.5",
"종로구","계","80세","주민등록연앙인구[명]","명","785.5",
"종로구","계","81세","주민등록연앙인구[명]","명","707.5",
"종로구","계","82세","주민등록연앙인구[명]","명","671",
"종로구","계","83세","주민등록연앙인구[명]","명","584.5",
"종로구","계","84세","주민등록연앙인구[명]","명","485.5",
"종로구","계","85세 이상","주민등록연앙인구[명]","명","2206.5",
"종로구","계","85세","주민등록연앙인구[명]","명","400.5",
"종로구","계","86세","주민등록연앙인구[명]","명","351.5",
"종로구","계","87세","주민등록연앙인구[명]","명","293.5",
"종로구","계","88세","주민등록연앙인구[명]","명","244",
"종로구","계","89세","주민등록연앙인구[명]","명","204",
"종로구","계","90세","주민등록연앙인구[명]","명","169",
"종로구","계","91세","주민등록연앙인구[명]","명","133.5",
"종로구","계","92세","주민등록연앙인구[명]","명","104",
"종로구","계","93세","주민등록연앙인구[명]","명","79",
"종로구","계","94세","주민등록연앙인구[명]","명","61",
"종로구","계","95세","주민등록연앙인구[명]","명","48.5",
"종로구","계","96세","주민등록연앙인구[명]","명","41",
"종로구","계","97세","주민등록연앙인구[명]","명","24.5",
"종로구","계","98세","주민등록연앙인구[명]","명","16",
"종로구","계","99세","주민등록연앙인구[명]","명","12",
"종로구","계","100세 이상","주민등록연앙인구[명]","명","24.5",
"중구","계","계","주민등록연앙인구[명]","명","121382",
"중구","계","0세","주민등록연앙인구[명]","명","712",
"중구","계","1세","주민등록연앙인구[명]","명","807",
"중구","계","2세","주민등록연앙인구[명]","명","847.5",
"중구","계","3세","주민등록연앙인구[명]","명","833.5",
"중구","계","4세","주민등록연앙인구[명]","명","812",
"중구","계","5세","주민등록연앙인구[명]","명","822",
"중구","계","6세","주민등록연앙인구[명]","명","798.5",
"중구","계","7세","주민등록연앙인구[명]","명","737",
"중구","계","8세","주민등록연앙인구[명]","명","699",
"중구","계","9세","주민등록연앙인구[명]","명","676",
"중구","계","10세","주민등록연앙인구[명]","명","729",
"중구","계","11세","주민등록연앙인구[명]","명","698",
"중구","계","12세","주민등록연앙인구[명]","명","587",
"중구","계","13세","주민등록연앙인구[명]","명","611.5",
"중구","계","14세","주민등록연앙인구[명]","명","676.5",
"중구","계","15세","주민등록연앙인구[명]","명","697.5",
"중구","계","16세","주민등록연앙인구[명]","명","765.5",
"중구","계","17세","주민등록연앙인구[명]","명","899",
"중구","계","18세","주민등록연앙인구[명]","명","1020",
"중구","계","19세","주민등록연앙인구[명]","명","1150",
"중구","계","20세","주민등록연앙인구[명]","명","1308",
"중구","계","21세","주민등록연앙인구[명]","명","1406.5",
"중구","계","22세","주민등록연앙인구[명]","명","1522",
"중구","계","23세","주민등록연앙인구[명]","명","1747",
"중구","계","24세","주민등록연앙인구[명]","명","1871.5",
"중구","계","25세","주민등록연앙인구[명]","명","2068.5",
"중구","계","26세","주민등록연앙인구[명]","명","2159.5",
"중구","계","27세","주민등록연앙인구[명]","명","2014",
"중구","계","28세","주민등록연앙인구[명]","명","1937.5",
"중구","계","29세","주민등록연앙인구[명]","명","1962.5",
"중구","계","30세","주민등록연앙인구[명]","명","1972.5",
"중구","계","31세","주민등록연앙인구[명]","명","1964.5",
"중구","계","32세","주민등록연앙인구[명]","명","1954",
"중구","계","33세","주민등록연앙인구[명]","명","1962.5",
"중구","계","34세","주민등록연앙인구[명]","명","2050",
"중구","계","35세","주민등록연앙인구[명]","명","2187.5",
"중구","계","36세","주민등록연앙인구[명]","명","2185",
"중구","계","37세","주민등록연앙인구[명]","명","2130.5",
"중구","계","38세","주민등록연앙인구[명]","명","2047.5",
"중구","계","39세","주민등록연앙인구[명]","명","1783",
"중구","계","40세","주민등록연앙인구[명]","명","1691.5",
"중구","계","41세","주민등록연앙인구[명]","명","1730.5",
"중구","계","42세","주민등록연앙인구[명]","명","1692",
"중구","계","43세","주민등록연앙인구[명]","명","1751",
"중구","계","44세","주민등록연앙인구[명]","명","1830",
"중구","계","45세","주민등록연앙인구[명]","명","1861",
"중구","계","46세","주민등록연앙인구[명]","명","2009.5",
"중구","계","47세","주민등록연앙인구[명]","명","2053",
"중구","계","48세","주민등록연앙인구[명]","명","2029",
"중구","계","49세","주민등록연앙인구[명]","명","2047",
"중구","계","50세","주민등록연앙인구[명]","명","2022.5",
"중구","계","51세","주민등록연앙인구[명]","명","1856.5",
"중구","계","52세","주민등록연앙인구[명]","명","1813.5",
"중구","계","53세","주민등록연앙인구[명]","명","1931",
"중구","계","54세","주민등록연앙인구[명]","명","1969",
"중구","계","55세","주민등록연앙인구[명]","명","2005.5",
"중구","계","56세","주민등록연앙인구[명]","명","2127",
"중구","계","57세","주민등록연앙인구[명]","명","2220.5",
"중구","계","58세","주민등록연앙인구[명]","명","2116.5",
"중구","계","59세","주민등록연앙인구[명]","명","1994",
"중구","계","60세","주민등록연앙인구[명]","명","1939.5",
"중구","계","61세","주민등록연앙인구[명]","명","1923",
"중구","계","62세","주민등록연앙인구[명]","명","1850",
"중구","계","63세","주민등록연앙인구[명]","명","1721.5",
"중구","계","64세","주민등록연앙인구[명]","명","1487",
"중구","계","65세","주민등록연앙인구[명]","명","1439",
"중구","계","66세","주민등록연앙인구[명]","명","1265.5",
"중구","계","67세","주민등록연앙인구[명]","명","1120",
"중구","계","68세","주민등록연앙인구[명]","명","1204.5",
"중구","계","69세","주민등록연앙인구[명]","명","1191",
"중구","계","70세","주민등록연앙인구[명]","명","1200",
"중구","계","71세","주민등록연앙인구[명]","명","1086.5",
"중구","계","72세","주민등록연앙인구[명]","명","927.5",
"중구","계","73세","주민등록연앙인구[명]","명","917",
"중구","계","74세","주민등록연앙인구[명]","명","937.5",
"중구","계","75세","주민등록연앙인구[명]","명","1021.5",
"중구","계","76세","주민등록연앙인구[명]","명","1030",
"중구","계","77세","주민등록연앙인구[명]","명","834.5",
"중구","계","78세","주민등록연앙인구[명]","명","741",
"중구","계","79세","주민등록연앙인구[명]","명","717",
"중구","계","80세 이상","주민등록연앙인구[명]","명","4265.5",
"중구","계","80세","주민등록연앙인구[명]","명","607",
"중구","계","81세","주민등록연앙인구[명]","명","551.5",
"중구","계","82세","주민등록연앙인구[명]","명","512.5",
"중구","계","83세","주민등록연앙인구[명]","명","441.5",
"중구","계","84세","주민등록연앙인구[명]","명","386",
"중구","계","85세 이상","주민등록연앙인구[명]","명","1767",
"중구","계","85세","주민등록연앙인구[명]","명","324.5",
"중구","계","86세","주민등록연앙인구[명]","명","269",
"중구","계","87세","주민등록연앙인구[명]","명","232",
"중구","계","88세","주민등록연앙인구[명]","명","208.5",
"중구","계","89세","주민등록연앙인구[명]","명","184",
"중구","계","90세","주민등록연앙인구[명]","명","151.5",
"중구","계","91세","주민등록연앙인구[명]","명","108",
"중구","계","92세","주민등록연앙인구[명]","명","72",
"중구","계","93세","주민등록연앙인구[명]","명","60.5",
"중구","계","94세","주민등록연앙인구[명]","명","48",
"중구","계","95세","주민등록연앙인구[명]","명","32.5",
"중구","계","96세","주민등록연앙인구[명]","명","26",
"중구","계","97세","주민등록연앙인구[명]","명","15",
"중구","계","98세","주민등록연앙인구[명]","명","9",
"중구","계","99세","주민등록연앙인구[명]","명","7.5",
"중구","계","100세 이상","주민등록연앙인구[명]","명","19",
"용산구","계","계","주민등록연앙인구[명]","명","219034",
"용산구","계","0세","주민등록연앙인구[명]","명","1292",
"용산구","계","1세","주민등록연앙인구[명]","명","1420",
"용산구","계","2세","주민등록연앙인구[명]","명","1547.5",
"용산구","계","3세","주민등록연앙인구[명]","명","1559.5",
"용산구","계","4세","주민등록연앙인구[명]","명","1522.5",
"용산구","계","5세","주민등록연앙인구[명]","명","1592",
"용산구","계","6세","주민등록연앙인구[명]","명","1579.5",
"용산구","계","7세","주민등록연앙인구[명]","명","1485",
"용산구","계","8세","주민등록연앙인구[명]","명","1488.5",
"용산구","계","9세","주민등록연앙인구[명]","명","1462.5",
"용산구","계","10세","주민등록연앙인구[명]","명","1556.5",
"용산구","계","11세","주민등록연앙인구[명]","명","1550",
"용산구","계","12세","주민등록연앙인구[명]","명","1443",
"용산구","계","13세","주민등록연앙인구[명]","명","1500.5",
"용산구","계","14세","주민등록연앙인구[명]","명","1559.5",
"용산구","계","15세","주민등록연앙인구[명]","명","1619.5",
"용산구","계","16세","주민등록연앙인구[명]","명","1761",
"용산구","계","17세","주민등록연앙인구[명]","명","1992",
"용산구","계","18세","주민등록연앙인구[명]","명","2139",
"용산구","계","19세","주민등록연앙인구[명]","명","2226.5",
"용산구","계","20세","주민등록연앙인구[명]","명","2396",
"용산구","계","21세","주민등록연앙인구[명]","명","2495",
"용산구","계","22세","주민등록연앙인구[명]","명","2685.5",
"용산구","계","23세","주민등록연앙인구[명]","명","3009",
"용산구","계","24세","주민등록연앙인구[명]","명","3150",
"용산구","계","25세","주민등록연앙인구[명]","명","3382.5",
"용산구","계","26세","주민등록연앙인구[명]","명","3686",
"용산구","계","27세","주민등록연앙인구[명]","명","3701.5",
"용산구","계","28세","주민등록연앙인구[명]","명","3618",
"용산구","계","29세","주민등록연앙인구[명]","명","3655.5",
"용산구","계","30세","주민등록연앙인구[명]","명","3638.5",
"용산구","계","31세","주민등록연앙인구[명]","명","3572.5",
"용산구","계","32세","주민등록연앙인구[명]","명","3618.5",
"용산구","계","33세","주민등록연앙인구[명]","명","3618.5",
"용산구","계","34세","주민등록연앙인구[명]","명","3729.5",
"용산구","계","35세","주민등록연앙인구[명]","명","3960",
"용산구","계","36세","주민등록연앙인구[명]","명","4026.5",
"용산구","계","37세","주민등록연앙인구[명]","명","3957",
"용산구","계","38세","주민등록연앙인구[명]","명","3817",
"용산구","계","39세","주민등록연앙인구[명]","명","3369.5",
"용산구","계","40세","주민등록연앙인구[명]","명","3175.5",
"용산구","계","41세","주민등록연앙인구[명]","명","3236.5",
"용산구","계","42세","주민등록연앙인구[명]","명","3237",
"용산구","계","43세","주민등록연앙인구[명]","명","3428",
"용산구","계","44세","주민등록연앙인구[명]","명","3595.5",
"용산구","계","45세","주민등록연앙인구[명]","명","3794",
"용산구","계","46세","주민등록연앙인구[명]","명","3974.5",
"용산구","계","47세","주민등록연앙인구[명]","명","3957",
"용산구","계","48세","주민등록연앙인구[명]","명","3914",
