"행정구역(시군구)별","성별","연령별","항목","단위","2019 년",
"전국","계","54세","주민등록연앙인구[명]","명","826396.5",
"전국","계","55세","주민등록연앙인구[명]","명","796877.5",
"전국","계","56세","주민등록연앙인구[명]","명","819650.5",
"전국","계","57세","주민등록연앙인구[명]","명","878431.5",
"전국","계","58세","주민등록연앙인구[명]","명","898149",
"전국","계","59세","주민등록연앙인구[명]","명","866783",
"전국","계","60세","주민등록연앙인구[명]","명","795353",
"전국","계","61세","주민등록연앙인구[명]","명","755302.5",
"전국","계","62세","주민등록연앙인구[명]","명","714530",
"전국","계","63세","주민등록연앙인구[명]","명","688952.5",
"전국","계","64세","주민등록연앙인구[명]","명","647315",
"전국","계","65세","주민등록연앙인구[명]","명","553868",
"전국","계","66세","주민등록연앙인구[명]","명","539596",
"전국","계","67세","주민등록연앙인구[명]","명","488212.5",
"전국","계","68세","주민등록연앙인구[명]","명","423986.5",
"전국","계","69세","주민등록연앙인구[명]","명","438176.5",
"전국","계","70세","주민등록연앙인구[명]","명","437202.5",
"전국","계","71세","주민등록연앙인구[명]","명","435327.5",
"전국","계","72세","주민등록연앙인구[명]","명","390052",
"전국","계","73세","주민등록연앙인구[명]","명","325006.5",
"전국","계","74세","주민등록연앙인구[명]","명","314643.5",
"전국","계","75세","주민등록연앙인구[명]","명","322869.5",
"전국","계","76세","주민등록연앙인구[명]","명","356712",
"전국","계","77세","주민등록연앙인구[명]","명","352974",
"전국","계","78세","주민등록연앙인구[명]","명","295145.5",
"전국","계","79세","주민등록연앙인구[명]","명","275544.5",
"전국","계","80세 이상","주민등록연앙인구[명]","명","1769298.5",
"전국","계","80세","주민등록연앙인구[명]","명","259686",
"전국","계","81세","주민등록연앙인구[명]","명","230913",
"전국","계","82세","주민등록연앙인구[명]","명","208359.5",
"전국","계","83세","주민등록연앙인구[명]","명","189724",
"전국","계","84세","주민등록연앙인구[명]","명","167482.5",
"전국","계","85세 이상","주민등록연앙인구[명]","명","713133.5",
"전국","계","85세","주민등록연앙인구[명]","명","139340.5",
"전국","계","86세","주민등록연앙인구[명]","명","117364.5",
"전국","계","87세","주민등록연앙인구[명]","명","96929",
"전국","계","88세","주민등록연앙인구[명]","명","78893",
"전국","계","89세","주민등록연앙인구[명]","명","67092",
"전국","계","90세","주민등록연앙인구[명]","명","54969.5",
"전국","계","91세","주민등록연앙인구[명]","명","43285.5",
"전국","계","92세","주민등록연앙인구[명]","명","31530.5",
"전국","계","93세","주민등록연앙인구[명]","명","22702",
"전국","계","94세","주민등록연앙인구[명]","명","16731",
"전국","계","95세","주민등록연앙인구[명]","명","13476.5",
"전국","계","96세","주민등록연앙인구[명]","명","10926.5",
"전국","계","97세","주민등록연앙인구[명]","명","7188.5",
"전국","계","98세","주민등록연앙인구[명]","명","4545.5",
"전국","계","99세","주민등록연앙인구[명]","명","2932.5",
"전국","계","100세 이상","주민등록연앙인구[명]","명","5226.5",
"서울특별시","계","계","주민등록연앙인구[명]","명","9578974.5",
"서울특별시","계","0세","주민등록연앙인구[명]","명","52930.5",
"서울특별시","계","1세","주민등록연앙인구[명]","명","57773",
"서울특별시","계","2세","주민등록연앙인구[명]","명","63162",
"서울특별시","계","3세","주민등록연앙인구[명]","명","68535",
"서울특별시","계","4세","주민등록연앙인구[명]","명","70069.5",
"서울특별시","계","5세","주민등록연앙인구[명]","명","69343",
"서울특별시","계","6세","주민등록연앙인구[명]","명","72880",
"서울특별시","계","7세","주민등록연앙인구[명]","명","74841",
"서울특별시","계","8세","주민등록연앙인구[명]","명","73824",
"서울특별시","계","9세","주민등록연앙인구[명]","명","72279.5",
"서울특별시","계","10세","주민등록연앙인구[명]","명","72588",
"서울특별시","계","11세","주민등록연앙인구[명]","명","77100",
"서울특별시","계","12세","주민등록연앙인구[명]","명","76757",
"서울특별시","계","13세","주민등록연앙인구[명]","명","72432.5",
"서울특별시","계","14세","주민등록연앙인구[명]","명","75310.5",
"서울특별시","계","15세","주민등록연앙인구[명]","명","80843",
"서울특별시","계","16세","주민등록연앙인구[명]","명","82200",
"서울특별시","계","17세","주민등록연앙인구[명]","명","87288.5",
"서울특별시","계","18세","주민등록연앙인구[명]","명","99829",
"서울특별시","계","19세","주민등록연앙인구[명]","명","109214",
"서울특별시","계","20세","주민등록연앙인구[명]","명","112031",
"서울특별시","계","21세","주민등록연앙인구[명]","명","118997.5",
"서울특별시","계","22세","주민등록연앙인구[명]","명","127847",
"서울특별시","계","23세","주민등록연앙인구[명]","명","138462.5",
"서울특별시","계","24세","주민등록연앙인구[명]","명","148567",
"서울특별시","계","25세","주민등록연앙인구[명]","명","156283",
"서울특별시","계","26세","주민등록연앙인구[명]","명","163481",
"서울특별시","계","27세","주민등록연앙인구[명]","명","166959.5",
"서울특별시","계","28세","주민등록연앙인구[명]","명","159411",
"서울특별시","계","29세","주민등록연앙인구[명]","명","150596",
"서울특별시","계","30세","주민등록연앙인구[명]","명","148201.5",
"서울특별시","계","31세","주민등록연앙인구[명]","명","145098",
"서울특별시","계","32세","주민등록연앙인구[명]","명","142329.5",
"서울특별시","계","33세","주민등록연앙인구[명]","명","142992.5",
"서울특별시","계","34세","주민등록연앙인구[명]","명","142656.5",
"서울특별시","계","35세","주민등록연앙인구[명]","명","148330.5",
"서울특별시","계","36세","주민등록연앙인구[명]","명","159126.5",
"서울특별시","계","37세","주민등록연앙인구[명]","명","163321",
"서울특별시","계","38세","주민등록연앙인구[명]","명","161566.5",
"서울특별시","계","39세","주민등록연앙인구[명]","명","158389.5",
"서울특별시","계","40세","주민등록연앙인구[명]","명","144661",
"서울특별시","계","41세","주민등록연앙인구[명]","명","138124.5",
"서울특별시","계","42세","주민등록연앙인구[명]","명","142186",
"서울특별시","계","43세","주민등록연앙인구[명]","명","142354.5",
"서울특별시","계","44세","주민등록연앙인구[명]","명","149827",
"서울특별시","계","45세","주민등록연앙인구[명]","명","158694",
"서울특별시","계","46세","주민등록연앙인구[명]","명","163083",
"서울특별시","계","47세","주민등록연앙인구[명]","명","169133.5",
"서울특별시","계","48세","주민등록연앙인구[명]","명","170613.5",
"서울특별시","계","49세","주민등록연앙인구[명]","명","166418.5",
"서울특별시","계","50세","주민등록연앙인구[명]","명","163208.5",
"서울특별시","계","51세","주민등록연앙인구[명]","명","155847.5",
"서울특별시","계","52세","주민등록연앙인구[명]","명","144430.5",
"서울특별시","계","53세","주민등록연앙인구[명]","명","142748.5",
"서울특별시","계","54세","주민등록연앙인구[명]","명","146692.5",
"서울특별시","계","55세","주민등록연앙인구[명]","명","142734",
"서울특별시","계","56세","주민등록연앙인구[명]","명","144892",
"서울특별시","계","57세","주민등록연앙인구[명]","명","152501",
"서울특별시","계","58세","주민등록연앙인구[명]","명","157357",
"서울특별시","계","59세","주민등록연앙인구[명]","명","154663",
"서울특별시","계","60세","주민등록연앙인구[명]","명","144428",
"서울특별시","계","61세","주민등록연앙인구[명]","명","139023.5",
"서울특별시","계","62세","주민등록연앙인구[명]","명","132534.5",
"서울특별시","계","63세","주민등록연앙인구[명]","명","129904",
"서울특별시","계","64세","주민등록연앙인구[명]","명","122957.5",
"서울특별시","계","65세","주민등록연앙인구[명]","명","106155.5",
"서울특별시","계","66세","주민등록연앙인구[명]","명","103868",
"서울특별시","계","67세","주민등록연앙인구[명]","명","91735.5",
"서울특별시","계","68세","주민등록연앙인구[명]","명","79888",
"서울특별시","계","69세","주민등록연앙인구[명]","명","84439",
"서울특별시","계","70세","주민등록연앙인구[명]","명","84121",
"서울특별시","계","71세","주민등록연앙인구[명]","명","84327",
"서울특별시","계","72세","주민등록연앙인구[명]","명","76878",
"서울특별시","계","73세","주민등록연앙인구[명]","명","64392.5",
"서울특별시","계","74세","주민등록연앙인구[명]","명","60483",
"서울특별시","계","75세","주민등록연앙인구[명]","명","60089.5",
"서울특별시","계","76세","주민등록연앙인구[명]","명","64625",
"서울특별시","계","77세","주민등록연앙인구[명]","명","62536.5",
"서울특별시","계","78세","주민등록연앙인구[명]","명","51149",
"서울특별시","계","79세","주민등록연앙인구[명]","명","46216.5",
"서울특별시","계","80세 이상","주민등록연앙인구[명]","명","275205.5",
"서울특별시","계","80세","주민등록연앙인구[명]","명","42394.5",
"서울특별시","계","81세","주민등록연앙인구[명]","명","37094",
"서울특별시","계","82세","주민등록연앙인구[명]","명","32673.5",
"서울특별시","계","83세","주민등록연앙인구[명]","명","29284.5",
"서울특별시","계","84세","주민등록연앙인구[명]","명","25311.5",
"서울특별시","계","85세 이상","주민등록연앙인구[명]","명","108447.5",
"서울특별시","계","85세","주민등록연앙인구[명]","명","20619.5",
"서울특별시","계","86세","주민등록연앙인구[명]","명","17430",
"서울특별시","계","87세","주민등록연앙인구[명]","명","14382",
"서울특별시","계","88세","주민등록연앙인구[명]","명","11749",
"서울특별시","계","89세","주민등록연앙인구[명]","명","10200.5",
"서울특별시","계","90세","주민등록연앙인구[명]","명","8598",
"서울특별시","계","91세","주민등록연앙인구[명]","명","6861.5",
"서울특별시","계","92세","주민등록연앙인구[명]","명","5051",
"서울특별시","계","93세","주민등록연앙인구[명]","명","3599",
"서울특별시","계","94세","주민등록연앙인구[명]","명","2670.5",
"서울특별시","계","95세","주민등록연앙인구[명]","명","2226",
"서울특별시","계","96세","주민등록연앙인구[명]","명","1774",
"서울특별시","계","97세","주민등록연앙인구[명]","명","1172",
"서울특별시","계","98세","주민등록연앙인구[명]","명","774",
"서울특별시","계","99세","주민등록연앙인구[명]","명","490",
"서울특별시","계","100세 이상","주민등록연앙인구[명]","명","850.5",
"종로구","계","계","주민등록연앙인구[명]","명","146603",
"종로구","계","0세","주민등록연앙인구[명]","명","609",
"종로구","계","1세","주민등록연앙인구[명]","명","652.5",
"종로구","계","2세","주민등록연앙인구[명]","명","739",
"종로구","계","3세","주민등록연앙인구[명]","명","828.5",
"종로구","계","4세","주민등록연앙인구[명]","명","875.5",
"종로구","계","5세","주민등록연앙인구[명]","명","869",
"종로구","계","6세","주민등록연앙인구[명]","명","937.5",
"종로구","계","7세","주민등록연앙인구[명]","명","953.5",
"종로구","계","8세","주민등록연앙인구[명]","명","961",
"종로구","계","9세","주민등록연앙인구[명]","명","962.5",
"종로구","계","10세","주민등록연앙인구[명]","명","963",
"종로구","계","11세","주민등록연앙인구[명]","명","1064",
"종로구","계","12세","주민등록연앙인구[명]","명","1123.5",
"종로구","계","13세","주민등록연앙인구[명]","명","1011",
"종로구","계","14세","주민등록연앙인구[명]","명","1042.5",
"종로구","계","15세","주민등록연앙인구[명]","명","1140.5",
"종로구","계","16세","주민등록연앙인구[명]","명","1162",
"종로구","계","17세","주민등록연앙인구[명]","명","1261",
"종로구","계","18세","주민등록연앙인구[명]","명","1434.5",
"종로구","계","19세","주민등록연앙인구[명]","명","1778",
"종로구","계","20세","주민등록연앙인구[명]","명","1894.5",
"종로구","계","21세","주민등록연앙인구[명]","명","2014.5",
"종로구","계","22세","주민등록연앙인구[명]","명","2183",
"종로구","계","23세","주민등록연앙인구[명]","명","2384",
"종로구","계","24세","주민등록연앙인구[명]","명","2464",
"종로구","계","25세","주민등록연앙인구[명]","명","2549.5",
"종로구","계","26세","주민등록연앙인구[명]","명","2594.5",
"종로구","계","27세","주민등록연앙인구[명]","명","2599.5",
"종로구","계","28세","주민등록연앙인구[명]","명","2491",
"종로구","계","29세","주민등록연앙인구[명]","명","2268",
"종로구","계","30세","주민등록연앙인구[명]","명","2141.5",
"종로구","계","31세","주민등록연앙인구[명]","명","2118",
"종로구","계","32세","주민등록연앙인구[명]","명","2007",
"종로구","계","33세","주민등록연앙인구[명]","명","1942",
"종로구","계","34세","주민등록연앙인구[명]","명","1899",
"종로구","계","35세","주민등록연앙인구[명]","명","1924.5",
"종로구","계","36세","주민등록연앙인구[명]","명","2028.5",
"종로구","계","37세","주민등록연앙인구[명]","명","2124.5",
"종로구","계","38세","주민등록연앙인구[명]","명","2115.5",
"종로구","계","39세","주민등록연앙인구[명]","명","2081",
"종로구","계","40세","주민등록연앙인구[명]","명","1927",
"종로구","계","41세","주민등록연앙인구[명]","명","1827",
"종로구","계","42세","주민등록연앙인구[명]","명","1907",
"종로구","계","43세","주민등록연앙인구[명]","명","1980",
"종로구","계","44세","주민등록연앙인구[명]","명","2148.5",
"종로구","계","45세","주민등록연앙인구[명]","명","2313",
"종로구","계","46세","주민등록연앙인구[명]","명","2472",
"종로구","계","47세","주민등록연앙인구[명]","명","2631.5",
"종로구","계","48세","주민등록연앙인구[명]","명","2736.5",
"종로구","계","49세","주민등록연앙인구[명]","명","2671",
"종로구","계","50세","주민등록연앙인구[명]","명","2572",
"종로구","계","51세","주민등록연앙인구[명]","명","2483.5",
"종로구","계","52세","주민등록연앙인구[명]","명","2361",
"종로구","계","53세","주민등록연앙인구[명]","명","2335.5",
"종로구","계","54세","주민등록연앙인구[명]","명","2468.5",
"종로구","계","55세","주민등록연앙인구[명]","명","2387",
"종로구","계","56세","주민등록연앙인구[명]","명","2400.5",
"종로구","계","57세","주민등록연앙인구[명]","명","2510.5",
"종로구","계","58세","주민등록연앙인구[명]","명","2561.5",
"종로구","계","59세","주민등록연앙인구[명]","명","2448.5",
"종로구","계","60세","주민등록연앙인구[명]","명","2243",
"종로구","계","61세","주민등록연앙인구[명]","명","2152",
"종로구","계","62세","주민등록연앙인구[명]","명","2063.5",
"종로구","계","63세","주민등록연앙인구[명]","명","2044",
"종로구","계","64세","주민등록연앙인구[명]","명","1937",
"종로구","계","65세","주민등록연앙인구[명]","명","1652.5",
"종로구","계","66세","주민등록연앙인구[명]","명","1614",
"종로구","계","67세","주민등록연앙인구[명]","명","1431",
"종로구","계","68세","주민등록연앙인구[명]","명","1230.5",
"종로구","계","69세","주민등록연앙인구[명]","명","1315.5",
"종로구","계","70세","주민등록연앙인구[명]","명","1346",
"종로구","계","71세","주민등록연앙인구[명]","명","1379.5",
"종로구","계","72세","주민등록연앙인구[명]","명","1288",
"종로구","계","73세","주민등록연앙인구[명]","명","1093",
"종로구","계","74세","주민등록연앙인구[명]","명","1082.5",
"종로구","계","75세","주민등록연앙인구[명]","명","1122.5",
"종로구","계","76세","주민등록연앙인구[명]","명","1228",
"종로구","계","77세","주민등록연앙인구[명]","명","1211.5",
"종로구","계","78세","주민등록연앙인구[명]","명","1030.5",
"종로구","계","79세","주민등록연앙인구[명]","명","959",
"종로구","계","80세 이상","주민등록연앙인구[명]","명","5845.5",
"종로구","계","80세","주민등록연앙인구[명]","명","899.5",
"종로구","계","81세","주민등록연앙인구[명]","명","739",
"종로구","계","82세","주민등록연앙인구[명]","명","666.5",
"종로구","계","83세","주민등록연앙인구[명]","명","630.5",
"종로구","계","84세","주민등록연앙인구[명]","명","540",
"종로구","계","85세 이상","주민등록연앙인구[명]","명","2370",
"종로구","계","85세","주민등록연앙인구[명]","명","443.5",
"종로구","계","86세","주민등록연앙인구[명]","명","363.5",
"종로구","계","87세","주민등록연앙인구[명]","명","314.5",
"종로구","계","88세","주민등록연앙인구[명]","명","268.5",
"종로구","계","89세","주민등록연앙인구[명]","명","212.5",
"종로구","계","90세","주민등록연앙인구[명]","명","178.5",
"종로구","계","91세","주민등록연앙인구[명]","명","145.5",
"종로구","계","92세","주민등록연앙인구[명]","명","113",
"종로구","계","93세","주민등록연앙인구[명]","명","88.5",
"종로구","계","94세","주민등록연앙인구[명]","명","66.5",
"종로구","계","95세","주민등록연앙인구[명]","명","45.5",
"종로구","계","96세","주민등록연앙인구[명]","명","40",
"종로구","계","97세","주민등록연앙인구[명]","명","33",
"종로구","계","98세","주민등록연앙인구[명]","명","19.5",
"종로구","계","99세","주민등록연앙인구[명]","명","14.5",
"종로구","계","100세 이상","주민등록연앙인구[명]","명","23",
"중구","계","계","주민등록연앙인구[명]","명","121678",
"중구","계","0세","주민등록연앙인구[명]","명","680",
"중구","계","1세","주민등록연앙인구[명]","명","704",
"중구","계","2세","주민등록연앙인구[명]","명","784.5",
"중구","계","3세","주민등록연앙인구[명]","명","820.5",
"중구","계","4세","주민등록연앙인구[명]","명","799",
"중구","계","5세","주민등록연앙인구[명]","명","775",
"중구","계","6세","주민등록연앙인구[명]","명","787",
"중구","계","7세","주민등록연앙인구[명]","명","748.5",
"중구","계","8세","주민등록연앙인구[명]","명","707.5",
"중구","계","9세","주민등록연앙인구[명]","명","667.5",
"중구","계","10세","주민등록연앙인구[명]","명","652",
"중구","계","11세","주민등록연앙인구[명]","명","699.5",
"중구","계","12세","주민등록연앙인구[명]","명","642.5",
"중구","계","13세","주민등록연앙인구[명]","명","568",
"중구","계","14세","주민등록연앙인구[명]","명","627",
"중구","계","15세","주민등록연앙인구[명]","명","676",
"중구","계","16세","주민등록연앙인구[명]","명","707.5",
"중구","계","17세","주민등록연앙인구[명]","명","755",
"중구","계","18세","주민등록연앙인구[명]","명","932.5",
"중구","계","19세","주민등록연앙인구[명]","명","1165",
"중구","계","20세","주민등록연앙인구[명]","명","1249.5",
"중구","계","21세","주민등록연앙인구[명]","명","1372",
"중구","계","22세","주민등록연앙인구[명]","명","1522",
"중구","계","23세","주민등록연앙인구[명]","명","1703",
"중구","계","24세","주민등록연앙인구[명]","명","1858",
"중구","계","25세","주민등록연앙인구[명]","명","2007.5",
"중구","계","26세","주민등록연앙인구[명]","명","2194",
"중구","계","27세","주민등록연앙인구[명]","명","2244",
"중구","계","28세","주민등록연앙인구[명]","명","2069",
"중구","계","29세","주민등록연앙인구[명]","명","1976",
"중구","계","30세","주민등록연앙인구[명]","명","2031",
"중구","계","31세","주민등록연앙인구[명]","명","2034.5",
"중구","계","32세","주민등록연앙인구[명]","명","2002.5",
"중구","계","33세","주민등록연앙인구[명]","명","1956.5",
"중구","계","34세","주민등록연앙인구[명]","명","1987",
"중구","계","35세","주민등록연앙인구[명]","명","2032",
"중구","계","36세","주민등록연앙인구[명]","명","2133.5",
"중구","계","37세","주민등록연앙인구[명]","명","2128.5",
"중구","계","38세","주민등록연앙인구[명]","명","2079.5",
"중구","계","39세","주민등록연앙인구[명]","명","2009",
"중구","계","40세","주민등록연앙인구[명]","명","1769.5",
"중구","계","41세","주민등록연앙인구[명]","명","1688",
"중구","계","42세","주민등록연앙인구[명]","명","1667.5",
"중구","계","43세","주민등록연앙인구[명]","명","1619",
"중구","계","44세","주민등록연앙인구[명]","명","1710",
"중구","계","45세","주민등록연앙인구[명]","명","1767",
"중구","계","46세","주민등록연앙인구[명]","명","1824",
"중구","계","47세","주민등록연앙인구[명]","명","1989.5",
"중구","계","48세","주민등록연앙인구[명]","명","2023.5",
"중구","계","49세","주민등록연앙인구[명]","명","2023",
"중구","계","50세","주민등록연앙인구[명]","명","2074.5",
"중구","계","51세","주민등록연앙인구[명]","명","2036.5",
"중구","계","52세","주민등록연앙인구[명]","명","1867",
"중구","계","53세","주민등록연앙인구[명]","명","1805",
"중구","계","54세","주민등록연앙인구[명]","명","1941",
"중구","계","55세","주민등록연앙인구[명]","명","1969.5",
"중구","계","56세","주민등록연앙인구[명]","명","1991.5",
"중구","계","57세","주민등록연앙인구[명]","명","2115",
"중구","계","58세","주민등록연앙인구[명]","명","2179.5",
"중구","계","59세","주민등록연앙인구[명]","명","2095",
"중구","계","60세","주민등록연앙인구[명]","명","1962",
"중구","계","61세","주민등록연앙인구[명]","명","1929.5",
"중구","계","62세","주민등록연앙인구[명]","명","1882",
"중구","계","63세","주민등록연앙인구[명]","명","1815",
"중구","계","64세","주민등록연앙인구[명]","명","1716.5",
"중구","계","65세","주민등록연앙인구[명]","명","1485",
"중구","계","66세","주민등록연앙인구[명]","명","1410.5",
"중구","계","67세","주민등록연앙인구[명]","명","1244",
"중구","계","68세","주민등록연앙인구[명]","명","1105",
"중구","계","69세","주민등록연앙인구[명]","명","1194",
"중구","계","70세","주민등록연앙인구[명]","명","1166.5",
"중구","계","71세","주민등록연앙인구[명]","명","1179.5",
"중구","계","72세","주민등록연앙인구[명]","명","1069.5",
"중구","계","73세","주민등록연앙인구[명]","명","918",
"중구","계","74세","주민등록연앙인구[명]","명","906.5",
"중구","계","75세","주민등록연앙인구[명]","명","914",
"중구","계","76세","주민등록연앙인구[명]","명","983.5",
"중구","계","77세","주민등록연앙인구[명]","명","995.5",
"중구","계","78세","주민등록연앙인구[명]","명","811.5",
"중구","계","79세","주민등록연앙인구[명]","명","717",
"중구","계","80세 이상","주민등록연앙인구[명]","명","4630",
"중구","계","80세","주민등록연앙인구[명]","명","684.5",
"중구","계","81세","주민등록연앙인구[명]","명","588",
"중구","계","82세","주민등록연앙인구[명]","명","530",
"중구","계","83세","주민등록연앙인구[명]","명","493.5",
"중구","계","84세","주민등록연앙인구[명]","명","413",
"중구","계","85세 이상","주민등록연앙인구[명]","명","1921",
"중구","계","85세","주민등록연앙인구[명]","명","356.5",
"중구","계","86세","주민등록연앙인구[명]","명","302",
"중구","계","87세","주민등록연앙인구[명]","명","248",
"중구","계","88세","주민등록연앙인구[명]","명","206.5",
"중구","계","89세","주민등록연앙인구[명]","명","188",
"중구","계","90세","주민등록연앙인구[명]","명","164.5",
"중구","계","91세","주민등록연앙인구[명]","명","129.5",
"중구","계","92세","주민등록연앙인구[명]","명","92.5",
"중구","계","93세","주민등록연앙인구[명]","명","61",
"중구","계","94세","주민등록연앙인구[명]","명","48",
"중구","계","95세","주민등록연앙인구[명]","명","36.5",
"중구","계","96세","주민등록연앙인구[명]","명","28.5",
"중구","계","97세","주민등록연앙인구[명]","명","22.5",
"중구","계","98세","주민등록연앙인구[명]","명","13",
"중구","계","99세","주민등록연앙인구[명]","명","5",
"중구","계","100세 이상","주민등록연앙인구[명]","명","19",
"용산구","계","계","주민등록연앙인구[명]","명","218821",
"용산구","계","0세","주민등록연앙인구[명]","명","1256.5",
"용산구","계","1세","주민등록연앙인구[명]","명","1288.5",
"용산구","계","2세","주민등록연앙인구[명]","명","1391",
"용산구","계","3세","주민등록연앙인구[명]","명","1535",
"용산구","계","4세","주민등록연앙인구[명]","명","1503.5",
"용산구","계","5세","주민등록연앙인구[명]","명","1465.5",
"용산구","계","6세","주민등록연앙인구[명]","명","1495.5",
"용산구","계","7세","주민등록연앙인구[명]","명","1511",
"용산구","계","8세","주민등록연앙인구[명]","명","1462.5",
"용산구","계","9세","주민등록연앙인구[명]","명","1455",
"용산구","계","10세","주민등록연앙인구[명]","명","1430",
"용산구","계","11세","주민등록연앙인구[명]","명","1517",
"용산구","계","12세","주민등록연앙인구[명]","명","1488.5",
"용산구","계","13세","주민등록연앙인구[명]","명","1418",
"용산구","계","14세","주민등록연앙인구[명]","명","1481.5",
"용산구","계","15세","주민등록연앙인구[명]","명","1564.5",
"용산구","계","16세","주민등록연앙인구[명]","명","1627",
"용산구","계","17세","주민등록연앙인구[명]","명","1752.5",
"용산구","계","18세","주민등록연앙인구[명]","명","2010",
"용산구","계","19세","주민등록연앙인구[명]","명","2273",
"용산구","계","20세","주민등록연앙인구[명]","명","2353",
"용산구","계","21세","주민등록연앙인구[명]","명","2500",
"용산구","계","22세","주민등록연앙인구[명]","명","2651.5",
"용산구","계","23세","주민등록연앙인구[명]","명","2889",
"용산구","계","24세","주민등록연앙인구[명]","명","3198.5",
"용산구","계","25세","주민등록연앙인구[명]","명","3375",
"용산구","계","26세","주민등록연앙인구[명]","명","3623",
"용산구","계","27세","주민등록연앙인구[명]","명","3942.5",
"용산구","계","28세","주민등록연앙인구[명]","명","3943.5",
"용산구","계","29세","주민등록연앙인구[명]","명","3738.5",
"용산구","계","30세","주민등록연앙인구[명]","명","3762",
"용산구","계","31세","주민등록연앙인구[명]","명","3648.5",
"용산구","계","32세","주민등록연앙인구[명]","명","3598.5",
"용산구","계","33세","주민등록연앙인구[명]","명","3619",
"용산구","계","34세","주민등록연앙인구[명]","명","3587",
"용산구","계","35세","주민등록연앙인구[명]","명","3678.5",
"용산구","계","36세","주민등록연앙인구[명]","명","3905",
"용산구","계","37세","주민등록연앙인구[명]","명","3950.5",
"용산구","계","38세","주민등록연앙인구[명]","명","3924.5",
"용산구","계","39세","주민등록연앙인구[명]","명","3697.5",
"용산구","계","40세","주민등록연앙인구[명]","명","3270",
"용산구","계","41세","주민등록연앙인구[명]","명","3124",
"용산구","계","42세","주민등록연앙인구[명]","명","3169.5",
"용산구","계","43세","주민등록연앙인구[명]","명","3175.5",
"용산구","계","44세","주민등록연앙인구[명]","명","3355.5",
"용산구","계","45세","주민등록연앙인구[명]","명","3540",
"용산구","계","46세","주민등록연앙인구[명]","명","3708",
"용산구","계","47세","주민등록연앙인구[명]","명","3910",
"용산구","계","48세","주민등록연앙인구[명]","명","3925.5",
